index,name,price,condition,posted_date,url,outlier_flag
131,【美品】ARC'TERYX アークテリクス　ATOM LT HOODY ブルゾン,25000.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m65530315419,False
132,アークテリクス　ARC'TERYX　アトム フーディ メンズ　ブラック　Lサイズ,44800.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m26731727446,False
133,アークテリクスアトムフーディXXL美品,40000.0,未使用に近い,半年以上前,https://jp.mercari.com/item/m12138355946,False
134,新品　アークテリクス　アトムフーディ メンズ XSサイズ 黒 LT AR SL,43000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m75088574598,False
135,アトムLTフーディ,32000.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m51444359889,False
136,Arc'teryx Atom Hoody Black Sapphire,40000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m50088328774,False
137,新品 M プロトンフーディ アークテリクス コアロフト アトム LT,39500.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m29912792134,False
138,アトムltフーディ　Atom lt,25000.0,未使用に近い,半年以上前,https://jp.mercari.com/item/m88116663915,True
139,アークテリクス ARC'TERYX Atom Hoody アトムLT サイズS,23000.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m46986773594,False
140,アークテリクス アトム LT ATOM LT HOODY ARC'TERYX,28000.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m70555947392,False
141,アークテリクス アトムジャケット メンズ ARC'TERYX Sサイズ！,41700.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m66037868939,False
142,ARC’TERYX アトムフーディ ブラック　Sサイズ,45800.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m60694631615,False
143,アークテリクス　アトム　フーデイ　LT　ブラック　黒,17990.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m62476641872,False
144,アークテリクス アトムltフーディ Lサイズ　ブラック　美品,37500.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m30712002105,False
145,【でりでりd5様専用】アークテリクス アトムヘビーウェイト フーディ S,53000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m22728194270,False
146,アークテリクス ARC’TERYX アトムLTフーディ Atom Hoody M,31500.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m15266475211,False
147,アークテリクス ATOM HOODIE アトムフーディー,36500.0,未使用に近い,半年以上前,https://jp.mercari.com/item/m82890851255,False
148,新品未使用アークテリクス BETA LTジャケット Lサイズ,80000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m23503220218,True
149,アークテリクス　アトムLTフーディ　ブラック　Sサイズ,28600.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m38034361103,False
150,エラー,,エラー,日付情報なし,https://jp.mercari.com/item/m11312977745,False
151,アークテリクスarc’teryx アトムフーディ アトムLT 当選品‼️,44000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m78879323228,False
152,アークテリクス　アトムLTフーディ　ATOM LT HOODY MEN'S,24980.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m43035725471,False
153,ARC'TERYX ATOM AR HOODY アトムARフーディー 2022,29999.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m61495486357,False
154,ARC'TERYX Atom LT hoody,32800.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m26786040464,False
155,新品直営店購入 アトムフーディー　サイズM,43900.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m96514695967,False
156,アークテリクス アトムLTフーディー M グレー ARC’TERYX,16000.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m99913799862,False
157,新品アークテリクス ビームス別注 アトム LT ARC'TERYX BEAMS,49500.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m13005143338,False
158,ARC' TERYX アークテリクス ATOM アトムLTフーディ,17980.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m93594455157,False
159,Atom LT アトム lt フーディ Mサイズ,6000.0,傷や汚れあり,半年以上前,https://jp.mercari.com/item/m35238766541,False
160,ARC’TERYX BETA JACKET BLACK,69480.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m59827866426,True
161,アークテリクス アトムフーディ メンズM ブラック,41500.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m81908532250,False
162,【新品未使用　M】ARC'TERYX アークテリクス　アトム　ジャケット,41980.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m93548367017,False
163,エラー,,エラー,日付情報なし,https://jp.mercari.com/shops/product/RTy933wgwgrLKMyGPsB32K,False
164,アークテリクス アトムltフーディ,31500.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m97125584015,False
165,ARC'TERYX アークテリクス　ATOM LT フーディ,23750.0,目立った傷や汚れなし,半年以上前,https://jp.mercari.com/item/m41539029761,False
166,新品　アークテリクス アトムフーディ　ブラック　S,42000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m30308288123,False
167,新品未使用　　アークテリクス アトムフーディ メンズ L ブラック アトムLT,43900.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m24147301594,False
168,【黒 XL】ARC'TERYX アトムLTフーディ メンズ,45000.0,未使用に近い,半年以上前,https://jp.mercari.com/item/m48103128061,True
169,新品 XL ARC'TERYX Atom LT Hoody アークテリクス,41800.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m10337614195,False
170,アークテリクスアトムLTフーディ　Arc’teryx atom lt hoody,21600.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m19215191342,False
171,新品　アークテリクス スコミッシュフーディー　サイズS,31800.0,新品、未使用,5か月前,https://jp.mercari.com/item/m66559034661,False
172,arc'teryx アトムフーディ,31000.0,未使用に近い,半年以上前,https://jp.mercari.com/item/m57097147167,False
173,アークテリクス　インターステートジャケット　ゴアテックス　メンズＳ　ブルー,18800.0,やや傷や汚れあり,半年以上前,https://jp.mercari.com/item/m55653643427,False
174,ARC'TERYX × BEAMS 別注 Atom LT Hoody L,47000.0,新品、未使用,半年以上前,https://jp.mercari.com/item/m25373024368,False
175,【国内正規品】アークテリクス アトムAR フーディ メンズ S ディストーション,79999.0,新品、未使用,2か月前,https://jp.mercari.com/item/m70337676454,True
176,ARC'TERYX × BEAMS Atom LT Hoody 別注 L,54700.0,新品、未使用,14日前,https://jp.mercari.com/item/m42053702456,False
